class,cap-shape,veil-type,veil-color,ring-type,spore-print-color,population,habitat
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,e,k,a,g
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,e,k,s,g
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,e,n,a,g
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,g
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,e,k,s,g
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
p,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
p,x,p,w,l,h,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,e,k,s,g
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
p,x,p,w,p,n,s,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,e,n,s,g
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,e,k,s,g
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
p,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,e,n,s,g
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,e,k,s,g
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,e,k,a,g
e,x,p,w,p,k,y,d
p,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,y,p
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
p,x,p,w,l,h,y,p
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,e,n,s,g
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,x,p,w,p,n,s,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,g
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
p,f,p,w,l,h,v,p
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,g
p,f,p,w,l,h,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,d
p,x,p,w,p,k,v,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,s,d
p,x,p,w,l,h,v,p
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,y,d
p,f,p,w,l,h,y,p
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
p,f,p,w,l,h,v,p
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,g
p,x,p,w,l,h,y,p
p,x,p,w,l,h,y,g
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,p
p,x,p,w,p,k,s,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
p,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,d
e,x,p,w,p,k,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,s,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,p
p,x,p,w,p,k,s,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,p
p,x,p,w,p,n,s,d
p,x,p,w,l,h,v,p
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
p,x,p,w,p,n,s,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,p
p,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,v,d
p,x,p,w,p,k,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,d
p,x,p,w,l,h,y,p
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
p,f,p,w,l,h,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,y,d
p,f,p,w,l,h,y,p
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
p,x,p,w,p,n,s,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,p
p,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,p
p,x,p,w,p,n,s,d
p,x,p,w,l,h,y,p
e,x,p,w,p,k,y,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,s,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,d
p,x,p,w,l,h,y,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,y,g
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
p,x,p,w,l,h,y,p
p,x,p,w,l,h,y,p
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
p,f,p,w,l,h,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,k,y,d
p,x,p,w,p,k,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,p
p,x,p,w,l,h,v,p
p,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,g
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,g
e,f,p,w,p,n,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
p,x,p,w,l,h,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,k,s,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,y,p
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,g
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,p
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,p
e,f,p,w,p,n,v,d
p,x,p,w,p,n,s,d
p,x,p,w,l,h,v,g
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,p,k,v,d
p,x,p,w,l,h,v,g
p,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,f,p,w,l,h,y,d
p,x,p,w,l,h,y,g
e,f,p,w,p,n,y,d
p,x,p,w,p,n,s,d
p,x,p,w,p,k,s,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,f,p,w,l,h,v,p
e,x,p,w,p,k,y,d
p,x,p,w,p,n,s,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,p,k,s,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,y,g
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,g
p,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,s,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,y,g
p,x,p,w,p,n,s,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,p
p,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
p,x,p,w,l,h,v,p
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,f,p,w,l,h,y,p
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,p
e,f,p,w,p,k,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
p,x,p,w,l,h,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,y,g
p,x,p,w,p,n,v,d
p,x,p,w,l,h,v,p
p,x,p,w,p,n,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,k,s,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,y,d
p,x,p,w,l,h,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
p,x,p,w,p,n,v,d
p,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,l,h,v,p
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,x,p,w,p,k,s,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
p,x,p,w,p,n,v,d
p,x,p,w,p,n,s,d
